Amazon Order ID,Odoo Order IDs,Odoo Order Names,Invoice Statuses,States,Amounts
302-0713365-3507539,94847; 104121,FBA302-0713365-3507539; FBA302-0713365-3507539,no; invoiced,sale; sale,0; 25.95
407-7305396-7476351,94835; 104090,FBA407-7305396-7476351; FBA407-7305396-7476351,no; invoiced,sale; sale,0; 33.95
171-2971917-9582718,94832; 104069,FBA171-2971917-9582718; FBA171-2971917-9582718,no; invoiced,sale; sale,0; 27.95
408-3680382-4985932,94826; 104128,FBA408-3680382-4985932; FBA408-3680382-4985932,no; invoiced,sale; sale,0; 23.95
171-0258246-6559553,94823; 104079,FBA171-0258246-6559553; FBA171-0258246-6559553,no; invoiced,sale; sale,0; 67.9
404-5462080-8093938,94819; 104129,FBA404-5462080-8093938; FBA404-5462080-8093938,no; invoiced,sale; sale,0; 33.95
305-5669657-8920369,94817; 104122,FBA305-5669657-8920369; FBA305-5669657-8920369,no; invoiced,sale; sale,0; 33.95
304-3718425-3317957,94786; 104135,FBA304-3718425-3317957; FBA304-3718425-3317957,no; invoiced,sale; sale,0; 24.95
404-2390687-6654752,94785; 104078,FBA404-2390687-6654752; FBA404-2390687-6654752,no; invoiced,sale; sale,0; 24.95
305-7624509-5311506,94784; 104026,FBA305-7624509-5311506; FBA305-7624509-5311506,no; invoiced,sale; sale,0; 14.99
305-1359356-2018766,94781; 104116,FBA305-1359356-2018766; FBA305-1359356-2018766,no; invoiced,sale; sale,0; 29.95
302-3692517-9445926,94779; 104140,FBA302-3692517-9445926; FBA302-3692517-9445926,no; invoiced,sale; sale,0; 25.95
171-5818901-8065955,94772; 104006,FBA171-5818901-8065955; FBA171-5818901-8065955,no; invoiced,sale; sale,0; 21.95
171-3258548-7371566,94771; 104004,FBA171-3258548-7371566; FBA171-3258548-7371566,no; invoiced,sale; sale,0; 22.95
303-2960497-6125157,94766; 104134,FBA303-2960497-6125157; FBA303-2960497-6125157,no; invoiced,sale; sale,0; 25.95
404-5480463-4359547,94765; 104087,FBA404-5480463-4359547; FBA404-5480463-4359547,no; invoiced,sale; sale,0; 35.95
028-1599278-0653934,94762; 104000,FBA028-1599278-0653934; FBA028-1599278-0653934,no; invoiced,sale; sale,0; 33.94
028-7710616-9387531,94761; 104107,FBA028-7710616-9387531; FBA028-7710616-9387531,no; invoiced,sale; sale,0; 24.95
404-5859723-0476363,94757; 104137,FBA404-5859723-0476363; FBA404-5859723-0476363,no; invoiced,sale; sale,0; 28.95
408-1769071-4117132,94756; 104136,FBA408-1769071-4117132; FBA408-1769071-4117132,no; invoiced,sale; sale,0; 35.03
171-9755857-2632310,94754; 104131,FBA171-9755857-2632310; FBA171-9755857-2632310,no; invoiced,sale; sale,0; 24.95
303-0315327-5901947,94751; 104120,FBA303-0315327-5901947; FBA303-0315327-5901947,no; invoiced,sale; sale,0; 24.95
405-2205488-6415511,94750; 104110,FBA405-2205488-6415511; FBA405-2205488-6415511,no; invoiced,sale; sale,0; 26.95
306-8833006-1831517,94748; 104139,FBA306-8833006-1831517; FBA306-8833006-1831517,to invoice; invoiced,sale; sale,0; 24.95
305-3697272-4854744,94742; 104132,FBA305-3697272-4854744; FBA305-3697272-4854744,no; to invoice,sale; sale,0; 50.9
306-6678218-0849130,94683; 104108,FBA306-6678218-0849130; FBA306-6678218-0849130,no; invoiced,sale; sale,0; 59.9
305-2004819-7564329,94679; 104138,FBA305-2004819-7564329; FBA305-2004819-7564329,no; invoiced,sale; sale,0; 28.95
303-2828256-0555526,94636; 104150,FBA303-2828256-0555526; FBA303-2828256-0555526,no; invoiced,sale; sale,0; 29.94
304-3970097-9410743,94633; 104152,FBA304-3970097-9410743; FBA304-3970097-9410743,no; invoiced,sale; sale,0; 51.9
405-0536742-1962766,94632; 104111,FBA405-0536742-1962766; FBA405-0536742-1962766,no; invoiced,sale; sale,0; 23.95
305-9705841-1670757,94626; 104162,FBA305-9705841-1670757; FBA305-9705841-1670757,no; invoiced,sale; sale,0; 24.95
028-2233900-5573157,94619; 104159,FBA028-2233900-5573157; FBA028-2233900-5573157,no; invoiced,sale; sale,0; 25.95
306-4314219-7736343,94614; 104163,FBA306-4314219-7736343; FBA306-4314219-7736343,no; invoiced,sale; sale,0; 24.95
403-9224967-4769128,94611; 104158,FBA403-9224967-4769128; FBA403-9224967-4769128,no; invoiced,sale; sale,0; 24.95
406-8338572-5847514,94604; 104144,FBA406-8338572-5847514; FBA406-8338572-5847514,no; invoiced,sale; sale,0; 24.95
404-6512954-1948310,94605; 104155,FBA404-6512954-1948310; FBA404-6512954-1948310,no; invoiced,sale; sale,0; 24.95
404-6891155-1165154,94603; 104101,FBA404-6891155-1165154; FBA404-6891155-1165154,no; invoiced,sale; sale,0; 17.95
402-9855124-7325927,94602; 104157,FBA402-9855124-7325927; FBA402-9855124-7325927,no; invoiced,sale; sale,0; 23.95
028-4755315-6869104,94598; 104160,FBA028-4755315-6869104; FBA028-4755315-6869104,to invoice; invoiced,sale; sale,0; 30.19
171-7955490-6097161,94630; 104133,FBA171-7955490-6097161; FBA171-7955490-6097161,no; invoiced,sale; sale,0; 28.95
408-8482482-5198737,94595; 104044,FBA408-8482482-5198737; FBA408-8482482-5198737,no; invoiced,sale; sale,0; 29.95
302-4583415-1892320,94591; 104142,FBA302-4583415-1892320; FBA302-4583415-1892320,no; invoiced,sale; sale,0; 23.95
303-0043746-4939525,94535; 104143,FBA303-0043746-4939525; FBA303-0043746-4939525,no; invoiced,sale; sale,0; 18.138
408-1572985-4693924,104149; 94532,FBA408-1572985-4693924; FBA408-1572985-4693924,to invoice; no,sale; sale,24.34; 0
171-5758839-5762724,94527; 104169,FBA171-5758839-5762724; FBA171-5758839-5762724,no; invoiced,sale; sale,0; 35.95
306-1863091-8078748,94525; 104141,FBA306-1863091-8078748; FBA306-1863091-8078748,to invoice; invoiced,sale; sale,0; 27.94
028-6015573-4081163,94522; 104103,FBA028-6015573-4081163; FBA028-6015573-4081163,no; to invoice,sale; sale,0; 20.97
305-5131728-8669904,94517; 104176,FBA305-5131728-8669904; FBA305-5131728-8669904,no; invoiced,sale; sale,0; 24.95
406-9693657-4677906,94493; 104213,FBA406-9693657-4677906; FBA406-9693657-4677906,no; invoiced,sale; sale,0; 27.95
304-1387844-9585167,94486; 104215,FBA304-1387844-9585167; FBA304-1387844-9585167,no; invoiced,sale; sale,0; 25.95
306-9710118-5002757,94483; 104217,FBA306-9710118-5002757; FBA306-9710118-5002757,to invoice; invoiced,sale; sale,0; 25.95
402-2300082-0133126,94482; 104175,FBA402-2300082-0133126; FBA402-2300082-0133126,no; invoiced,sale; sale,0; 30.21
406-6687375-7578748,94474; 104167,FBA406-6687375-7578748; FBA406-6687375-7578748,invoiced; to invoice,sale; sale,0; 40.063
306-0226120-5853151,94472; 104161,FBA306-0226120-5853151; FBA306-0226120-5853151,no; invoiced,sale; sale,0; 14.99
405-6464759-3499569,94471; 104177,FBA405-6464759-3499569; FBA405-6464759-3499569,no; invoiced,sale; sale,0; 23.95
406-6818193-5917909,94428; 104226,FBA406-6818193-5917909; FBA406-6818193-5917909,no; invoiced,sale; sale,0; 47.9
305-4789007-8652326,94423; 104179,FBA305-4789007-8652326; FBA305-4789007-8652326,no; invoiced,sale; sale,0; 28.98
408-8808304-5486709,94421; 104227,FBA408-8808304-5486709; FBA408-8808304-5486709,no; invoiced,sale; sale,0; 33.95
303-7828668-0550709,94416; 104214,FBA303-7828668-0550709; FBA303-7828668-0550709,no; invoiced,sale; sale,0; 24.95
406-3025211-4737944,94414; 104173,FBA406-3025211-4737944; FBA406-3025211-4737944,no; to invoice,sale; sale,0; 53.9
402-8705425-8763556,94409; 104236,FBA402-8705425-8763556; FBA402-8705425-8763556,no; invoiced,sale; sale,0; 29.95
402-1387212-9645142,94408; 104225,FBA402-1387212-9645142; FBA402-1387212-9645142,no; invoiced,sale; sale,0; 23.95
305-8720192-8836325,94402; 104222,FBA305-8720192-8836325; FBA305-8720192-8836325,no; invoiced,sale; sale,0; 28.95
304-3408651-8475528,94396; 104178,FBA304-3408651-8475528; FBA304-3408651-8475528,invoiced; to invoice,sale; sale,0; 29.185
303-7691336-4474705,94393; 104224,FBA303-7691336-4474705; FBA303-7691336-4474705,no; invoiced,sale; sale,0; 24.357
303-2697127-5905945,94390; 104223,FBA303-2697127-5905945; FBA303-2697127-5905945,no; invoiced,sale; sale,0; 23.95
406-0280616-5945958,94316; 104241,FBA406-0280616-5945958; FBA406-0280616-5945958,no; invoiced,sale; sale,0; 21.95
402-6228835-7156336,94311; 104247,FBA402-6228835-7156336; FBA402-6228835-7156336,no; invoiced,sale; sale,0; 31.95
028-8579630-4550764,94307; 104171,FBA028-8579630-4550764; FBA028-8579630-4550764,no; invoiced,sale; sale,0; 25.95
171-0174856-8212341,94257; 104216,FBA171-0174856-8212341; FBA171-0174856-8212341,no; invoiced,sale; sale,0; 35.95
405-2498914-8969158,94247; 104249,FBA405-2498914-8969158; FBA405-2498914-8969158,no; invoiced,sale; sale,0; 24.95
304-9293679-8612329,94243; 104244,FBA304-9293679-8612329; FBA304-9293679-8612329,no; invoiced,sale; sale,0; 25.95
403-1117381-2558732,94226; 104251,FBA403-1117381-2558732; FBA403-1117381-2558732,no; invoiced,sale; sale,0; 50.47
405-1182845-0970726,94221; 104250,FBA405-1182845-0970726; FBA405-1182845-0970726,no; invoiced,sale; sale,0; 17.799
407-3519559-5665126,94208; 104050,FBA407-3519559-5665126; FBA407-3519559-5665126,no; invoiced,sale; sale,0; 33.94
304-5776068-2365935,94200; 104261,FBA304-5776068-2365935; FBA304-5776068-2365935,no; invoiced,sale; sale,0; 24.95
302-2405463-4161125,94196; 104263,FBA302-2405463-4161125; FBA302-2405463-4161125,no; invoiced,sale; sale,0; 60.379
305-3667416-6286768,94188; 104274,FBA305-3667416-6286768; FBA305-3667416-6286768,no; invoiced,sale; sale,0; 24.95
406-9722835-5069913,94182; 104238,FBA406-9722835-5069913; FBA406-9722835-5069913,no; invoiced,sale; sale,0; 27.95
405-8375719-1428347,94212; 104265,FBA405-8375719-1428347; FBA405-8375719-1428347,no; invoiced,sale; sale,26.729; 26.729
306-2723017-4210740,94178; 104218,FBA306-2723017-4210740; FBA306-2723017-4210740,no; invoiced,sale; sale,0; 53.9
303-1990621-2256305,94156; 104117,FBA303-1990621-2256305; FBA303-1990621-2256305,no; invoiced,sale; sale,0; 29.94
305-5234802-3313906,94152; 104212,FBA305-5234802-3313906; FBA305-5234802-3313906,no; invoiced,sale; sale,0; 25.95
405-2306102-9088333,94141; 104272,FBA405-2306102-9088333; FBA405-2306102-9088333,no; invoiced,sale; sale,0; 23.95
404-1194710-0004331,94104; 104264,FBA404-1194710-0004331; FBA404-1194710-0004331,no; invoiced,sale; sale,0; 23.95
304-6467414-9499505,94091; 104259,FBA304-6467414-9499505; FBA304-6467414-9499505,no; invoiced,sale; sale,0; 24.95
304-1686415-2748336,93995; 104253,FBA304-1686415-2748336; FBA304-1686415-2748336,no; invoiced,sale; sale,0; 28.94
403-8032180-7129960,94030; 104097,FBA403-8032180-7129960; FBA403-8032180-7129960,no; invoiced,sale; sale,0; 26.95
404-1193986-5990739,93827; 104252,FBA404-1193986-5990739; FBA404-1193986-5990739,no; invoiced,sale; sale,0; 35.95
304-2024554-1759526,93689; 104273,FBA304-2024554-1759526; FBA304-2024554-1759526,no; invoiced,sale; sale,0; 25.95
171-8343059-1462741,93688; 104267,FBA171-8343059-1462741; FBA171-8343059-1462741,no; invoiced,sale; sale,0; 35.95
406-1591629-1113929,93498; 104271,FBA406-1591629-1113929; FBA406-1591629-1113929,no; invoiced,sale; sale,0; 69.9
403-2732315-9551524,93452; 104147,FBA403-2732315-9551524; FBA403-2732315-9551524,no; to invoice,sale; sale,0; 108.72
403-2621559-5253143,93444; 104266,FBA403-2621559-5253143; FBA403-2621559-5253143,no; invoiced,sale; sale,0; 35.95
405-4361035-6780360,93414; 104060,FBA405-4361035-6780360; FBA405-4361035-6780360,no; invoiced,sale; sale,0; 29.95
404-1453717-7463508,93041; 102356,FBA404-1453717-7463508; FBA404-1453717-7463508,no; to invoice,sale; sale,0; 71.9
408-4612761-8905119,92872; 104229,FBA408-4612761-8905119; FBA408-4612761-8905119,no; invoiced,sale; sale,0; 55.6
407-7194443-7898732,92412; 104005,FBA407-7194443-7898732; FBA407-7194443-7898732,no; invoiced,sale; sale,0; 36.893
305-2515977-4840365,90211; 89926,FBA305-2515977-4840365; FBA305-2515977-4840365,to invoice; to invoice,sale; sale,48.9; 62.85
303-5554747-5538701,90350; 90212,FBA303-5554747-5538701; FBA303-5554747-5538701,to invoice; invoiced,sale; sale,25.95; 23.95
406-3788725-6686734,89690; 89689,FBA406-3788725-6686734; FBA406-3788725-6686734,to invoice; invoiced,sale; sale,23.95; 24.95
404-9392622-8770703,89544; 89309,FBA404-9392622-8770703; FBA404-9392622-8770703,to invoice; to invoice,sale; sale,39.58; 41.24
304-4615876-4785169,89546; 89545,FBA304-4615876-4785169; FBA304-4615876-4785169,to invoice; to invoice,sale; sale,69.043; 739.432
402-9891381-8261903,89470; 88974,FBA402-9891381-8261903; FBA402-9891381-8261903,to invoice; invoiced,sale; sale,26.95; 24.95
407-0631019-0025130,88247; 88246,FBA407-0631019-0025130; FBA407-0631019-0025130,to invoice; to invoice,sale; sale,70.47; 35.235
302-0347860-5367530,88238; 88163,FBA302-0347860-5367530; FBA302-0347860-5367530,to invoice; to invoice,sale; sale,14.99; 39.94
028-1489993-8361166,87880; 87683,FBA028-1489993-8361166; FBA028-1489993-8361166,to invoice; invoiced,sale; sale,24.95; 24.95
305-1832129-2833959,87682; 87570,FBA305-1832129-2833959; FBA305-1832129-2833959,to invoice; invoiced,sale; sale,23.95; 18.95
304-5458375-5573105,87565; 87564,FBA304-5458375-5573105; FBA304-5458375-5573105,to invoice; invoiced,sale; sale,24.95; 25.99
402-7255193-6791554,87554; 87242,FBA402-7255193-6791554; FBA402-7255193-6791554,to invoice; invoiced,sale; sale,23.95; 24.94
306-0685657-7093167,87099; 87098,FBA306-0685657-7093167; FBA306-0685657-7093167,to invoice; invoiced,sale; sale,77.97; 47.9
171-7513890-3002741,86423; 86422,FBA171-7513890-3002741; FBA171-7513890-3002741,to invoice; invoiced,sale; sale,45.95; 45.95
305-8563639-4001133,85754; 85107,FBA305-8563639-4001133; FBA305-8563639-4001133,to invoice; invoiced,sale; sale,24.95; 14.99
305-7570023-5675521,85466; 85302,FBA305-7570023-5675521; FBA305-7570023-5675521,to invoice; invoiced,sale; sale,24.95; 24.95
406-6789241-1740315,85286; 85285,FBA406-6789241-1740315; FBA406-6789241-1740315,to invoice; invoiced,sale; sale,47.9; 39.9
405-5026340-0515510,84384; 84191,FBA405-5026340-0515510; FBA405-5026340-0515510,to invoice; to invoice,sale; sale,207.6; 155.7
306-5519311-7460329,85269; 84978,FBA306-5519311-7460329; FBA306-5519311-7460329,to invoice; invoiced,sale; sale,24.95; 25.99
303-2798106-9089168,85450; 83429,FBA303-2798106-9089168; FBA303-2798106-9089168,to invoice; invoiced,sale; sale,28.98; 15.246
407-7977232-3148356,82247; 82081,FBA407-7977232-3148356; FBA407-7977232-3148356,to invoice; invoiced,sale; sale,23.95; 23.95
302-9960876-2050724,81623; 81187,FBA302-9960876-2050724; FBA302-9960876-2050724,to invoice; invoiced,sale; sale,23.95; 46.9
304-9771985-3469118,80773; 80669,FBA304-9771985-3469118; FBA304-9771985-3469118,to invoice; to invoice,sale; sale,23.95; 23.95
304-4390750-8950756,78734; 78657,FBA304-4390750-8950756; FBA304-4390750-8950756,to invoice; to invoice,sale; sale,18.138; 45.738
302-9979426-9146711,76428; 76112,FBA302-9979426-9146711; FBA302-9979426-9146711,no; no,sale; sale,24.95; 24.95
408-4418486-6435551,75849; 75298,FBA408-4418486-6435551; FBA408-4418486-6435551,invoiced; invoiced,sale; sale,18.95; 18.95
171-2770469-6346716,75729; 75131,FBA171-2770469-6346716; FBA171-2770469-6346716,to invoice; to invoice,sale; sale,55.539; 222.156
306-5819443-5931568,76223; 74907,FBA306-5819443-5931568; FBA306-5819443-5931568,to invoice; invoiced,sale; sale,9.95; 9.95
407-7475444-9284345,76826; 73088,FBA407-7475444-9284345; FBA407-7475444-9284345,to invoice; invoiced,sale; sale,24.95; 22.95
404-7855039-4530743,69756; 69669,FBA404-7855039-4530743; FBA404-7855039-4530743,to invoice; invoiced,sale; sale,23.95; 23.95
304-9789389-7169120,69224; 69045,FBA304-9789389-7169120; FBA304-9789389-7169120,to invoice; invoiced,sale; sale,26.95; 25.95
402-4469866-3773146,69002; 68389; 68388,FBA402-4469866-3773146; FBA402-4469866-3773146; FBA402-4469866-3773146,to invoice; to invoice; invoiced,sale; sale; sale,23.95; 19.95; 19.95
405-9046873-4040350,69004; 68400,FBA405-9046873-4040350; FBA405-9046873-4040350,to invoice; invoiced,sale; sale,23.95; 19.95
408-4632291-9798724,68568; 68412,FBA408-4632291-9798724; FBA408-4632291-9798724,to invoice; invoiced,sale; sale,36.14; 18.05
402-7313237-9922711,68430; 68080,FBA402-7313237-9922711; FBA402-7313237-9922711,invoiced; to invoice,sale; sale,108.17; 98.14
406-6741528-8683540,68069; 67935,FBA406-6741528-8683540; FBA406-6741528-8683540,to invoice; invoiced,sale; sale,23.95; 19.95
406-3895835-9890743,70044; 67865,FBA406-3895835-9890743; FBA406-3895835-9890743,to invoice; invoiced,sale; sale,18.07; 19.95
171-8838362-3507505,67911; 67910,FBA171-8838362-3507505; FBA171-8838362-3507505,to invoice; invoiced,sale; sale,39.9; 23.95
302-0819431-3237153,67190; 66578,FBA302-0819431-3237153; FBA302-0819431-3237153,to invoice; to invoice,sale; sale,57.959; 57.96
405-3811238-0426701,65581; 65390,FBA405-3811238-0426701; FBA405-3811238-0426701,to invoice; invoiced,sale; sale,23.95; 19.95
406-5842131-6873937,61174; 61173,FBA406-5842131-6873937; FBA406-5842131-6873937,to invoice; invoiced,sale; sale,19.38; 47.9
404-6383242-3964342,60912; 60043,FBA404-6383242-3964342; FBA404-6383242-3964342,to invoice; to invoice,sale; sale,30.15; 30.15
304-8548163-5390752,60175; 59986,FBA304-8548163-5390752; FBA304-8548163-5390752,to invoice; invoiced,sale; sale,22.95; 22.95
402-3677764-8293135,58321; 58219,FBA402-3677764-8293135; FBA402-3677764-8293135,to invoice; invoiced,sale; sale,24.95; 45.9
304-3756897-4762750,58375; 57613,FBA304-3756897-4762750; FBA304-3756897-4762750,to invoice; to invoice,sale; sale,22.95; 22.95
405-7567784-1265120,58225; 58018,FBA405-7567784-1265120; FBA405-7567784-1265120,to invoice; to invoice,sale; sale,24.95; 24.95
403-8475135-0357936,57414; 56384,FBA403-8475135-0357936; FBA403-8475135-0357936,to invoice; no,sale; sale,60.38; 111.079
028-5976887-6020343,55515; 55514,FBA028-5976887-6020343; FBA028-5976887-6020343,to invoice; to invoice,sale; sale,23.95; 23.95
303-2934861-0441917,55609; 55447,FBA303-2934861-0441917; FBA303-2934861-0441917,to invoice; to invoice,sale; sale,28.98; 48.714
404-2089502-8037118,54918; 54872,FBA404-2089502-8037118; FBA404-2089502-8037118,to invoice; to invoice,sale; sale,24.95; 24.95
408-3877034-5282717,54582; 53860,FBA408-3877034-5282717; FBA408-3877034-5282717,to invoice; to invoice,sale; sale,55.539; 53.12
302-5922415-7657958,52650; 52582,FBA302-5922415-7657958; FBA302-5922415-7657958,to invoice; invoiced,sale; sale,22.95; 23.95
304-7150276-7592315,52579; 52281,FBA304-7150276-7592315; FBA304-7150276-7592315,to invoice; invoiced,sale; sale,23.95; 23.95
402-8123733-0476355,53438; 53242,FBA402-8123733-0476355; FBA402-8123733-0476355,to invoice; to invoice,sale; sale,74.85; 299.4
406-1090596-4237156,51739; 51577,FBA406-1090596-4237156; FBA406-1090596-4237156,to invoice; to invoice,sale; sale,24.95; 24.95
306-1610188-8451535,49643; 49420,FBA306-1610188-8451535; FBA306-1610188-8451535,to invoice; to invoice,sale; sale,47.9; 46.9
306-6052664-9159558,49955; 49655,FBA306-6052664-9159558; FBA306-6052664-9159558,to invoice; invoiced,sale; sale,19.95; 23.95
303-8886163-4756330,49412; 49314,FBA303-8886163-4756330; FBA303-8886163-4756330,to invoice; to invoice,sale; sale,24.95; 47.9
306-0339527-1782734,49290; 49232,FBA306-0339527-1782734; FBA306-0339527-1782734,to invoice; invoiced,sale; sale,24.95; 23.95
404-7478353-1174764,49721; 49305,FBA404-7478353-1174764; FBA404-7478353-1174764,to invoice; to invoice,sale; sale,24.95; 24.95
405-1210040-1104322,46527; 46227,FBA405-1210040-1104322; FBA405-1210040-1104322,to invoice; to invoice,sale; sale,24.152; 144.909
305-4811559-8974763,45798; 45068,FBA305-4811559-8974763; FBA305-4811559-8974763,to invoice; invoiced,sale; sale,23.95; 21.95
403-6017028-8195514,44930; 44929,FBA403-6017028-8195514; FBA403-6017028-8195514,to invoice; invoiced,sale; sale,19.95; 21.95
028-1515191-7300310,43006; 42926,FBA028-1515191-7300310; FBA028-1515191-7300310,to invoice; to invoice,sale; sale,23.95; 95.8
028-0279447-3067506,42935; 42757,FBA028-0279447-3067506; FBA028-0279447-3067506,to invoice; invoiced,sale; sale,23.95; 17.95
028-2976173-8817901,43603; 43165,FBA028-2976173-8817901; FBA028-2976173-8817901,to invoice; to invoice,sale; sale,99.75; 39.9
306-9918877-2158711,38656; 38536,FBA306-9918877-2158711; FBA306-9918877-2158711,to invoice; to invoice,sale; sale,114.75; 114.75
302-5028201-3007520,38181; 38180,FBA302-5028201-3007520; FBA302-5028201-3007520,to invoice; invoiced,sale; sale,22.95; 22.95
407-1505304-0552325,37820; 37819,FBA407-1505304-0552325; FBA407-1505304-0552325,to invoice; invoiced,sale; sale,22.95; 38.9
402-9628735-7567567,38282; 38281,FBA402-9628735-7567567; FBA402-9628735-7567567,to invoice; to invoice,sale; sale,15.61; 78.05
304-5837880-3447512,36465; 36464,FBA304-5837880-3447512; FBA304-5837880-3447512,to invoice; invoiced,sale; sale,21.95; 21.95
405-3759785-6388314,35197; 35115,FBA405-3759785-6388314; FBA405-3759785-6388314,to invoice; invoiced,sale; sale,20.11; 24.15
408-6136327-9005915,33260; 33259,FBA408-6136327-9005915; FBA408-6136327-9005915,to invoice; to invoice,sale; sale,19.95; 19.95
404-9046811-3257101,32374; 32243,FBA404-9046811-3257101; FBA404-9046811-3257101,to invoice; to invoice,sale; sale,19.95; 19.95
404-4785055-5581104,30487; 30400,FBA404-4785055-5581104; FBA404-4785055-5581104,to invoice; to invoice,sale; sale,21.95; 21.95
302-0715257-7145950,30473; 30472,FBA302-0715257-7145950; FBA302-0715257-7145950,to invoice; to invoice,sale; sale,19.95; 41.9
305-0383375-3541118,28705; 28704,FBA305-0383375-3541118; FBA305-0383375-3541118,to invoice; to invoice,sale; sale,22.67; 45.33
404-8107986-3680334,17060; 16899,FBA404-8107986-3680334; FBA404-8107986-3680334,no; no,cancel; cancel,71.52; 17.88
304-6206430-6815550,15491; 15410,FBA304-6206430-6815550; FBA304-6206430-6815550,no; no,cancel; cancel,49.9; 24.95